GYear,GMonth,GDay,GoldText,GoldVerse,GoldFrame,GoldAlign,GoldSize,BigText,BigAlign,BigSize,SmallText
2020,12,27,他被挂在木头上亲身担当了#我们的罪、使我们既然在罪#上死、就得以在义上活．因#他受的鞭伤、你们便得了医治。 ,彼得前书2章24节,S,C,M,亲爱的耶稣！我们满心的感谢袮。 #我们应当接受袮的教诲，以感谢的#心来过每一天。 ,C,L,.
2020,12,28,我必用清水洒在你们身上、#你们就洁净了．我要洁净你们、#使你们脱离一切的污秽、#弃掉一切的偶像。 ,以西结书36章25节,S,C,M,不要让「偶像」代替神的位置，#取代了对神的渴慕。任何人或物，#有形或无形的，也可成为偶像。 ,C,L,.
2020,12,29,神说、地要发生青草、和结#种子的菜蔬、并结果子的树#木、各从其类、果子都包着#核．事就这样成了。 ,创世记1章11节,S,C,M,有鸡先，还是有蛋先？根据圣经#创世记1章20至21节是有鸡先。 ,C,L,.
2020,12,30,我实在告诉你们、#凡要承受神国的、#若不像小孩子、#断不能进去。 ,路加福音18章17节,S,C,M,神啊，求祢给我一颗单纯的心，#就像小孩子般与袮灵里相交。 #多谢祢！听我的祈祷，奉靠耶稣基督#名求，阿们。 ,C,L,.
2020,12,31,你们要呼求我、祷告我、#我就应允你们。 ,耶利米书29章12节,S,C,M,躺在被窝里的人，#何尝太阳的温暖。 ,C,L,.
2019,1,1,你们祈求，就给你们；#寻找，就寻见,马太福音7章7节,S,C,M,祈求得到要满足，寻见不要自大,C,L,.
2019,1,2,愿你的国降临。 #愿你的旨意行在地上、#如同行在天上。 ,马太福音6章10节,S,C,M,你念主祷文吗？ #你正执行主的旨意吗？ ,C,L,.
2019,1,3,殷勤不可懒惰，要心里火热，#常常服事主。 ,罗马书12章11节,S,C,M,工作态度一（快做）：#今天的事今天做，#明日愁来明日当。 ,C,L,.
2019,1,4,为什么看见你弟兄眼中有刺、#却不想自己眼中有梁木呢。 ,马太福音7章3节,S,C,M,要彼此「扶持」，#而不要彼此「坚持」。 ,C,L,.
2019,1,5,但你们在那里必寻求耶和华#你的神．你尽心尽性寻求#他的时候、就必寻见。 ,申命记4章29节,S,C,M,心中专注集中向神，#就得能力。 ,C,L,.
2019,1,6,少种的少收，#多种的多收。 ,哥林多后书9章6节,S,C,M,工作态度二（多做）：#熟能生巧，#何乐不为。 ,C,L,.
2019,1,7,愿耶和华从锡安赐福给你。 #愿你一生一世、#看见耶路撒冷的好处。 ,诗篇128章5节,S,C,M,至高造物主宰对人的赐福。 ,C,L,.
2019,1,8,你们要查考宣读耶和华的书 ,以赛亚书34章16节,S,C,M,工作态度三（学做）：#学而时习之，不亦说乎？ ,C,L,论语
2019,1,9,你当预备迎见你的神。 ,阿摩司书4章12节,S,C,M,见面了，你预备了什么？ ,C,L,.
2019,1,10,凡事都可行．但不都有益处。 #凡事都可行．但不都造就人。 ,哥林多前书10章23节,S,C,M,凡事不求自己益处，#只求别人益处。 ,C,L,.
2019,1,11,甘心事奉，好像服事主，#不像服事人。 ,以弗所书6章7节,S,C,M,工作态度四（愿做）：#我愿意，不一定结婚才说。 ,C,L,.
2019,1,12,我们若是靠圣灵得生、#就当靠圣灵行事。 ,加拉太书5章25节,S,C,M,圣灵伴人同行人生路。 ,C,L,.
2019,1,13,凡自高的，必降为卑；#自卑的，必升为高。 ,马太福音23章12节,S,C,M,动脑筋：#自大加一点,C,L,（猜一字，明天揭晓）
2019,1,14,尊荣以前，必有谦卑。 ,箴言15章33节,S,C,M,恃才傲物苦自招，#虚怀若谷乐融融。 ,C,L,（「动脑筋」答案：臭）
2019,1,15,亲爱的弟兄、不要自己伸冤、#宁可让步、听凭主怒。 ,罗马书12章19节,S,C,M,#主说：#「伸冤在我，我必报应。」,C,L,.
2019,1,16,多言多语难免有过． #禁止嘴唇是有智慧。 ,箴言10章19节,S,C,M,仔细思想后才说话。 ,C,L,.
2019,1,17,他曾照自己的大怜悯，借耶稣#基督从死里复活，重生了我们，#叫我们有活泼的盼望,彼得前书1章3节,S,C,M,健康篇：#减肥不是看磅数，而是#看体内脂肪的百分比。 ,C,L,.
2019,1,18,主每早晨提醒，提醒我的耳朵，#使我能听，像受教者一样。 ,以赛亚书50章4节,S,C,M,早晨是一天的开始，#也是对神盼望的时刻。 ,C,L,.
2019,1,19,行事为人要端正、好像行在白昼． #不可荒宴醉酒．不可好色邪荡． #不可争竞嫉妒。 ,罗马书13章13节,S,C,M,纪律就是自我的约束。 ,C,L,.
2019,1,20,你们必须忍耐、#使你们行完了神的旨意、#就可以得着所应许的。 ,希伯来书10章36节,S,C,M,恒心等待，#使命必达。 ,C,L,.
2019,1,21,你要专心仰赖耶和华，#不可倚靠自己的聪明。 ,箴言3章5节,S,C,M,笑话一则：#甲：你有不少朋友？ #乙：需要我时多些，我需要他们时少些。 ,C,L,(唯有耶和华不变)
2019,1,22,然而敬虔加上知足#的心便是大利了,提摩太前书6章6节,S,C,M,人没有带什么来世界，#也不能带走什么离开。 ,C,L,.
2019,1,23,免我们的债、#如同我们免了人的债。 ,马太福音6章12节,S,C,M,耶稣基督以宝血，#赦免我们的罪。 ,C,L,.
2019,1,24,爱里没有惧怕． #爱既完全、就把惧怕除去． ,约翰一书4章18节,S,C,M,饮食篇－豆浆与蜂蜜：#二者结合产生沉淀物，#身体不容易吸收。 ,C,L,爱与惧怕，不要放在一起。
2019,1,25,凡事都有定期，#天下万务都有定时。 ,传道书3章1节,S,C,M,心急等待未来的日子，#不如享受每日的恩典。 ,C,L,.
2019,1,26,忧愁强如喜笑，#因为面带愁容，#终必使心喜乐。 ,传道书7章3节,S,C,M,与主同行，#忧愁必转为喜乐。 ,C,L,.
2019,1,27,从前你们是暗昧的、#但如今在主里面是光明的、#行事为人就当像光明的子女,以弗所书5章8节,S,C,M,结出良善、公义、#诚实的光明果子,C,L,.
2019,1,28,惟用爱心说诚实话、#凡事长进、连于元首基督。 ,以弗所书4章15节,S,C,M,以基督耶稣的爱建立自己。 ,C,L,.
2019,1,29,旷野和干旱之地必然欢喜，#沙漠也必快乐，#又像玫瑰开花。 ,以赛亚书35章1节,S,C,M,圣经中的植物－玫瑰：#可供食用的玫瑰果，有维他命C，#是橙的10倍，柠檬的20倍,C,L ,.
2019,1,30,耶和华啊，#求你将你的道指示我，#将你的路教训我！ ,诗篇25章4节,S,C,M,神呀，我正面临抉择的困惑，#求你带领。阿们。 ,C,L,.
2019,1,31,你们是世上的盐．盐若失了味、#怎能叫他再咸呢．以后无用、#不过丢在外面、被人践踏了。 ,马太福音5章13节,S,C,M,饮食篇 - 煎豆腐不散开：#放生粉煎豆腐前，可加点盐#使豆腐的水份逼出便不会散开。 ,C,L,.
2019,2,1,人的劳碌都为口腹、#心里却不知足。 ,传道书6章7节,S,C,M,从前为己劳碌，#如今为主而活。 ,C,L,.
2019,2,2,我不求你叫他们离开世界、#只求你保守他们脱离那恶者。 ,约翰福音17章15节,S,C,M,出淤泥而不染，#濯清涟而不妖，可以吗？ #依靠耶稣基督可以。 ,C,L,.
2019,2,3,让小孩子到我这里来、#不要禁止他们．因为在神国的、#正是这样的人。 ,路加福音18章16节,S,C,M,入天国的都应纯真信赖神。 ,C,L,.
2019,2,4,我已指教你走智慧的道、#引导你行正直的路。 ,箴言4章11节,S,C,M,天父已经告诉了你，你仍明知故犯吗？ ,C,L,.
2019,2,5,你必将生命的道路指示我。 #在你面前有满足的喜乐；#在你右手中有永远的福乐。 ,诗篇16章11节,S,C,M,新的一年，#新的开始。 ,C,L,.
2019,2,6,万军之耶和华阿、#倚靠你的人、便为有福。 ,诗篇84章12节,S,C,M,福不是从金钱、事业、成就而来。 ,C,L,.
2019,2,7,一个人不能事奉两个主．不是恶这个#爱那个、就是重这个轻那个． #你们不能又事奉神、又事奉玛门。 ,马太福音6章24节,S,C,M,饮食篇：#胡萝卜主补，白萝卜主泻，#不宜一起吃。 ,C,L,.
2019,2,8,但保惠师、就是父因我的名所要差来的#圣灵、他要将一切的事、指教你们、并且#要叫你们想起我对你们所说的一切话。 ,约翰福音14章26节,S,C,M,圣灵帮助我们明白圣经。 ,C,L,.
2019,2,9,我所说的话你要思想． #因为凡事主必给你聪明。 ,提摩太后书2章7节,S,C,M,动脑筋：#虽有十张口，只有一颗心。 ,C,L,（猜一字，明天揭晓）
2019,2,10,你当心里思想、耶和华你神管教你、#好像人管教儿子一样。 ,申命记8章5节,S,C,M,心里没有耶和华，#百思不得其解。 ,C,L,（「动脑筋」答案：思）
2019,2,11,清心的人有福了！ #因为他们必得见神。 ,马太福音5章8节,S,C,M,「清心」是没有骄傲、虚荣、#自私、贪心等心态，祗有爱心、#信心、公义、谦卑等的美善。 ,C,L,.
2019,2,12,得智慧，得聪明的，#这人便为有福。 ,箴言3章13节,S,C,M,健康篇：#身体的颈部和腹部对温度#最敏感，小心颈部着凉。 ,C,L,.
2019,2,13,天国好像宝贝藏在地里．人遇见#了、就把他藏起来．欢欢喜喜的#去变卖一切所有的、买这块地。 ,马太福音13章44节,S,C,M,天国是至宝。 ,C,L,.
2019,2,14,你们要常在我里面、我也常在你们里面。 #枝子若不常在葡萄树上、自己就不能结果子． #你们若不常在我里面、也是这样。 ,约翰福音15章4节,S,C,M,圣经中的水果－葡萄：#葡萄树有很强的适应环境能力，#已经有几千年历史。 ,C,L,.
2019,2,15,求你转向我，怜恤我，#因为我是孤独困苦。 ,诗篇25章16节,S,C,M,与主同行，#从不孤单。 ,C,L,.
2019,2,16,富户穷人、在世相遇、#都为耶和华所造。 ,箴言22章2节,S,C,M,不要骄傲，#只存谦卑。 ,C,L,.
2019,2,17,愿恩惠、平安，因你们认识神#和我们主耶稣多多的加给你们。 ,彼得后书1章2节,S,C,M,主啊！我要亲近你。 ,C,L,.
2019,2,18,不可叫人小看你年轻． #总要在言语、行为、爱心、信心、#清洁上．都作信徒的榜样。 ,提摩太前书4章12节,S,C,M,今天是你余生最年轻的一天。 ,C,L,.
2019,2,19,我的心哪、#你当默默无声、专等候神． #因为我的盼望是从他而来。 ,诗篇62章5节,S,C,M,笑话一则：#人问：人有两个耳朵、两个眼睛、#两个鼻孔、为何一个嘴巴？ ,C,L,(神答：不要多嘴。)
2019,2,20,我们在天上的父、#愿人都尊你的名为圣。 ,马太福音6章9节,S,C,M,基督徒须活得丰盛，#称颂上帝的名。 ,C,L,.
2019,2,21,愿你的国降临。 #愿你的旨意行在地上、#如同行在天上。 ,马太福音6章10节,S,C,M,我们的行为须显示出#我们是上帝的国民。 ,C,L,.
2019,2,22,我们日用的饮食、#今日赐给我们。 ,马太福音6章11节,S,C,M,全世界每年约有260万名儿童#死于营养不良，求主怜悯。 ,C,L,.
2019,2,23,不要为那必坏的食物劳力、要为那存到#永生的食物劳力、就是人子要赐#给你们的．因为人子是父神所印证的。 ,约翰福音6章27节,S,C,M,耶稣的话是可存#到永远的粮食。 ,C,L,.
2019,2,24,你们要爱惜光阴、#用智慧与外人交往。 ,歌罗西书4章5节,S,C,M,在世寄居的日子，#总有限期。 ,C,L,.
2019,2,25,不叫我们遇见试探．救我们脱离凶恶。 #因为国度、权柄、荣耀、全是你的#直到永远、阿们。 ,马太福音6章13节,S,C,M,做了坏事。 #圣父知，圣子知，圣灵知。 ,C,L,.
2019,2,26,所以你们要弃绝谎言，#各人与邻舍说实话，#因为我们是互相为肢体。 ,以弗所书4章25节,S,C,M,言论，#必须慎思明辨。 ,C,L,.
2019,2,27,他们在旷野荒地漂流、#寻不见可住的城邑 ,诗篇107章4节,S,C,M,从前常漂流无定，#如今已抛锚靠主。 ,C,L,.
2019,2,28,一句话说得合宜，#就如金苹果在银网子里。 ,箴言25章11节,S,C,M,圣经中的水果－苹果：#苹果希伯来文为tap-poo-akh，#意即「芳香」(fragrance),C,L,.
2019,3,1,我称赞你们、因你们凡事记念我、#又坚守我所传给你们的。 ,哥林多前书11章2节,S,C,M,守住上帝的道是值得称赞的。 ,C,L,.
2019,3,2,多言多语难免有过． #禁止嘴唇是有智慧。 ,箴言10章19节,S,C,M,饮食篇：#经常说话者可吃苹果、#梨、蜂蜜、梅子或柚子调理。 ,C,L,.
2019,3,3,你们不要自欺． #滥交是败坏善行。 ,哥林多前书15章33节,S,C,M,交友是要选择的。 ,C,L,.
2019,3,4,教养孩童、#使他走当行的道、#就是到老他也不偏离。 ,箴言22章6节,S,C,M,指导及教育儿女#行倚靠主耶和华的路,C,L,.
2019,3,5,但那等候耶和华的、#必从新得力、他们必如鹰展翅上腾、#他们奔跑却不困倦、行走却不疲乏。 ,以赛亚书40章31节,S,C,M,跟随圣灵的步伐。 ,C,L,.
2019,3,6,各人领受神的恩赐，#一个是这样，#一个是那样。 ,哥林多前书7章7节,S,C,M,不要比较。 ,C,L,.
2019,3,7,得智慧，得聪明的，#这人有福了。 ,箴言3章13节,S,C,M,聪明是专心聆听而明白，#明白是按圣经的道思索。 ,C,L,.
2019,3,8,你们和不信的原不相配，不要同负一轭。 #义和不义有什么相交呢？ #光明和黑暗有什么相通呢？ ,哥林多后书6章14节,S,C,M,你的价值观与圣经所指示的有何不同?,C,L,.
2019,3,9,耶稣说、让小孩子到我这里来、#不要禁止他们．因为在天国的、#正是这样的人。 ,马太福音19章14节,S,C,M,恢复像小孩子的谦卑，#努力跟随基督进入天国,C,L,.
2019,3,10,这是耶和华所定的日子． #我们在其中要高兴欢喜。 ,诗篇118章24节,S,C,M,感谢神赏赐的每一日。 ,C,L,.
2019,3,11,耶和华必为你们争战、#你们只管静默、不要作声。 ,出埃及记14章14节,S,C,M,微笑解决问题，#沉默避免问题。 ,C,L,.
2019,3,12,他说、他是个罪人不是、#我不知道．有一件事我知道． #从前我是眼瞎的、如今能看见了。 ,约翰福音9章25节,S,C,M,从前近视看不见，#如今远视永生来。 ,C,L,.
2019,3,13,出于信心的祈祷、要救那病人、#主必叫他起来．他若犯了罪、#也必蒙赦免。 ,雅各书5章15节,S,C,M,医治只有从#造物主宰而来,C,L,.
2019,3,14,按着定命、#人人都有一死、#死后且有审判． ,希伯来书9章27节,S,C,M,接受耶稣基督的救赎，#可以不至灭亡，反得永生。 ,C,L,.
2019,3,15,我必安然躺下睡觉、#因为独有你耶和华使我安然居住。 ,诗篇4章8节,S,C,M,耶和华使人入睡。 ,C,L,.
2019,3,16,彼得说、看哪、我们已经撇下#自己所有的跟从你了。 ,路加福音18章28节,S,C,M,圣经人物 －彼得(Peter)：#磐石之意。 ,C,L,.
2019,3,17,因为『凡有血气的、尽都如草、#他的美荣、都像草上的花．草必枯干、#花必凋谢．惟有主的道是永存的。 』,彼得前书1章24节,S,C,M,人生是在耶和华#的期限之中。 ,C,L,.
2019,3,18,我的肉体、和我的心肠衰残． #但神是我心里的力量、又是我的福分、#直到永远。 ,诗篇73章26节,S,C,M,圣灵是信徒心中的力量。 ,C,L,.
2019,3,19,耶和华的典章真实，全然公义。 #都比金子可羡慕，且比极多的精金可羡慕；#比蜜甘甜，且比蜂房下滴的蜜甘甜。 ,诗篇19章9节,S,C,M,蜂蜜的效用：#「入药之功有五，清热也，补中也，#解毒也，润燥也，止痛也... 」,C,L ,（本草纲目）
2019,3,20,一句话说得合宜，#就如金苹果在银网子里。 ,箴言25章11节,S,C,M,不断谈论自己的人，#不但没有说话艺术，#还深具得罪人的艺术。 ,C,L,（戴尔．卡内基）
2019,3,21,但从起初创造的时候、#神造人是造男造女。 ,马可福音10章6节,S,C,M,耶和华神用地上的尘土造人、#将生气吹在他鼻孔里、#他就成了有灵的活人。 ,C,L,.
2019,3,22,你的手制造我、建立我． #求你赐我悟性、#可以学习你的命令。 ,诗篇119章73节,S,C,M,明白和遵行圣经的吩咐。 ,C,L,.
2019,3,23,谁能说，我洁净了我的心，#我脱净了我的罪？ ,箴言20章9节,S,C,M,防高血压饮食－DASH(1)：#选择全谷根茎类、#天天5+5蔬果、选择低脂奶,C,L,.
2019,3,24,耶稣对他说：复活在我，#生命也在我。信我的人虽然死了，#也必复活,约翰福音11章25节,S,C,M,防高血压饮食－DASH(2)：#红肉改白肉、吃坚果用好油,C, L,.
2019,3,25,行为纯正的义人、#他的子孙、是有福的。 ,箴言20章7节,S,C,M,父亲的正直，#是儿孙之福。 ,C,L,.
2019,3,26,不要效法这个世界．只要心意更#新而变化、叫你们察验何为神的#善良、纯全可喜悦的旨意。 ,罗马书12章2节,S,C,M,圣灵教导人明白和#活出圣经真理。 ,C,L,.
2019,3,27,我未成形的体质、你的眼早已看见了． #你所定的日子、我尚未度一日、#你都写在你的册上了。 ,诗篇139章16节,S,C,M,#赞美你所爱的人：#「你是独一无二的。」,C,L,.
2019,3,28,在世上，你们有苦难；#但你们可以放心，#我已经胜了世界。 ,约翰福音16章33节,S,C,M,苦难给我们动力在生命中成长，#对神有更深的认识。 ,C,L,.
2019,3,29,这耶稣，神已经叫他复活了，#我们都为这事作见证。 ,使徒行传2章32节,S,C,M,位于南太平洋的复活节岛#名字由来，是由于它在#复活节之日被发现。 ,C,L,.
2019,3,30,耶稣对他说、复活在我、#生命也在我．信我的人、#虽然死了、也必复活． ,约翰福音11章25节,S,C,M,复活蛋比喻为「新生命的开始」，#象征「耶稣复活、走出石墓」。 ,C,L,.
2019,3,31,并且神已经叫主复活，#也要用自己的能力叫我们复活。 ,哥林多前书6章14节,S,C,M,主耶稣基督的复活，#带给信主的人有永恒的盼望。 ,C,L,.
2019,4,1,我凭着所赐我的恩对你们各人说：#不要看自己过于所当看的，要照着神所分#给各人信心的大小，看得合乎中道。 ,罗马书12章3节,S,C,M,正确看待自己的生命#便能成为他人的祝福！ ,C,L,.
2019,4,2,若有人在基督里，#他就是新造的人，#旧事已过，都变成新的了。,哥林多后书5章17节,S,C,M,没有人可以回到过去重新开始，#但每一个人都可以从现在#开始创造全新的未来。 ,C,L,玛丽亚•罗宾森（Maria Robinson）
2019,4,3,与喜乐的人要同乐． #与哀哭的人要同哭。 ,罗马书12章15节,S,C,M,心灵一致。 ,C,L,.
2019,4,4,上帝就造出大鱼和水中所滋生各样有#生命的动物，各从其类；又造出各样#飞鸟，各从其类。上帝看着是好的。 ,创世记1章21节,S,C,M,关爱上帝所造就之物。 ,C,L,.
2019,4,5,我 ─ 耶和华是鉴察人心、#试验人肺腑的，要照各人所行的#和他做事的结果报应他。 ,耶利米书17章10节,S,C,M,衡量一个人的真正品格，#是看他在知道没有人#发觉的时候做什么。 ,C,L,孟德斯鸠 (Montesquieu)
2019,4,6,因为你们怎样论断人，也必怎样#被论断；你们用什么量器量给人，#也必用什么量器量给你们。 ,马太福音7章2节,S,C,M,评论要有建议。 ,C,L,.
2019,4,7,因为罪的工价乃是死；惟有神的#恩赐，在我们的主基督耶稣里，#乃是永生。 ,罗马书6章23节,S,C,M,拥有新生命，#活出新生活。,C,L,.
2019,4,8,唯喜爱耶和华的律法，#昼夜思想，这人便为有福！,诗篇1章2节,S,C,M,学习知识要善于思考，思#考，再思考，我就是靠这#个方法成为科学家的。,C,L,(爱因斯坦)
2019,4,9,愚昧人若静默不言、也可算为智慧．#闭口不说、也可算为聪明。,箴言17章28节,S,C,M,慎言。,C,L,.
2019,4,10,因为神赐给我们、不是胆怯的心、#乃是刚强、仁爱、谨守的心。 ,提摩太后书1章7节,S,C,M,神改变了人的心。 ,C,L,.
2019,4,11,于是，地上长出了青草和结种子的蔬菜，#各从其类；又长出结果子的树木，各从其#类，果子都包着核。神看这是好的。 ,创世记1章12节,S,C,M,「无核西瓜」不能通过种子#繁殖在自然界内大量产生，#只能人工处理后生产。 ,C,L,.
2019,4,12,你们要靠主常常喜乐． #我再说、你们要喜乐。 ,腓立比书4章4节,S,C,M,喜乐来自感恩的心。 ,C,L,.
2019,4,13,惟有忍耐到底的、#必然得救。 ,马太福音24章13节,S,C,M,坚持向基督尽忠。 ,C,L,.
2019,4,14,我受苦是与我有益、#为要使我学习你的律例。 ,诗篇119章71节,S,C,M,受到伤害时，#神要你学习什么？ ,C,L,.
2019,4,15,他使草生长，给六畜吃，#使菜蔬发长，供给人用，#使人从地里能得食物。 ,诗篇104章14节,S,C,M,有些人不喜欢吃菜疏，可是图瓦卢的#国民非常喜欢而且珍惜菜蔬。因为，#当地土地盐分高不能种菜蔬吃。 ,C,L,图瓦卢－南太平洋的小国
2019,4,16,我不撇下你们为孤儿、#我必到你们这里来。 ,约翰福音14章18节,S,C,M,基督应许门徒---同住。 ,C,L,.
2019,4,17,主耶和华以色列的圣者曾如此说、#你们得救在乎归回安息． #你们得力在乎平静安稳．你们竟自不肯． ,以赛亚书30章15节,S,C,M,由基督作主才得享平安。 ,C,L,.
2019,4,18,但那等候耶和华的必从新得力。 #他们必如鹰展翅上腾；#他们奔跑却不困倦，行走却不疲乏。 ,以赛亚书40章31节,S,C,M,如有腰酸背痛、精神紧张等#问题。若再出现持续疲倦、#头晕头痛、记忆力衰退等，#可能会患上慢性疲劳综合症。 ,C,L,.
2019,4,19,我像燕子呢喃，像白鹤鸣叫，#又像鸽子哀鸣；我因仰观，眼睛困倦。 #耶和华啊，我受欺压，求你为我作保。 ,以赛亚书38章14节,S,C,M,如患了慢性疲劳综合症，可饮用#滋阴补肾、健脾、养血的汤水，#通过调理身体，纾缓疲劳征状。 ,C,L,.
2019,4,20,我靠着那加给我力量的、#凡事都能作。 ,腓立比书4章13节,S,C,M,按照神的指示配合祂，#必定成功。 ,C,L,.
2019,4,21,该隐与他兄弟亚伯说话；二人正在田间。 #该隐起来打他兄弟亚伯，把他杀了。 ,创世记4章8节,S,C,M,嫉妒可以是燎原之火，如果失去#控制，这种心理会演变为一种嫉恨，#甚至使人产生沮丧情绪。 ,C,L,.
2019,4,22,所求于管家的、#是要他有忠心。 ,哥林多前书4章2节,S,C,M,所有都从神而来，#就照祂的心意管理。 ,C,L,.
2019,4,23,喜乐的心乃是良药；#忧伤的灵使骨枯干。 ,箴言17章22节,S,C,M,大笑可以提高内啡肽水平，#强化免疫系统，#增加血管中的氧气含量。 ,C,L,迈克尔.米勒 教授
2019,4,24,各人应当察验自己的行为；#这样，他所夸的就专在自己，#不在别人了。 ,加拉太书6章4节,S,C,M,教养小孩，不与其他小孩比较，#以免孩子产生自卑和挫败感，#影响自信心。 ,C,L,.
2019,4,25,我要向山举目；#我的帮助从何而来？ #我的帮助从造天地的耶和华而来。 ,诗篇121章1节,S,C,M,每天养成读圣经的习惯，#默想神的话语。 ,C,L,.
2019,4,26,神赐人资财丰富、使他能以吃用、#能取自己的分、在他劳碌中喜乐． #这乃是神的恩赐。 ,传道书5章19节,S,C,M,恩赐越大，#责任越大。 ,C,L,.
2019,4,27,孩子死了我何必禁食．我岂能使#他返回呢。我必往他那里去、#他却不能回我这里来。 ,撒母耳记下12章23节,S,C,M,人死不能复生，#唯借主基督再活。 ,C,L,.
2019,4,28,耶稣对他说、复活在我、#生命也在我．信我的人、#虽然死了、也必复活． ,约翰福音11章25节,S,C,M,信主的，#黑夜之后，白昼必来。 ,C,L,.
2019,4,29,凡活着信我的人、#必永远不死。 #你信这话么。 ,约翰福音11章26节,S,C,M,主阿，我信。 ,C,L,.
2019,4,30,各样的恶事要禁戒不作,帖撒罗尼迦前书5章22节,S,C,M,虽然困难，但总要尽你力量#去禁戒，无论借着祈祷、#自省、求助或逃离，#总要想办法远离恶事。 ,C,L,.
2019,5,1,我们没有一个人为自己活，#也没有一个人为自己死。 ,罗马书14章7节,S,C,M,基督才是我们活着的意义#不要说「我要、我要、我要……」,C,L,.
2019,5,2,你们要休息、要知道我是神． #我必在外邦中被尊崇、#在遍地上也被尊崇。 ,诗篇46章10节,S,C,M,不再自我，#偏行己路。 ,C,L,.
2019,5,3,殷勤不可懒惰． #要心里火热． #常常服事主。 ,罗马书12章11节,S,C,M,心里被十架上为罪人舍命#的神子耶稣大爱所---激励。 ,C,L,.
2019,5,4,喜乐的心乃是良药；#忧伤的灵使骨枯干。 ,箴言17章22节,S,C,M,信靠神，使你重新得力。 ,C,L,.
2019,5,5,我看重他口中的言语，#过于我需用的饮食。 ,约伯记23章12节,S,C,M,事前思考是理据，#事后堆砌是借口。 ,C,L,.
2019,5,6,主怎样饶恕了你们，#你们也要怎样饶恕人。 ,歌罗西书3章13节,S,C,M,爱人如爱己，#学习关心别人。 ,C,L,.
2019,5,7,能听的耳、能看的眼、#都是耶和华所造的。 ,箴言20章12节,S,C,M,感谢父神，透过大自然#的景物，让我们知道祢#创造万物的伟大。 ,C,L,.
2019,5,8,宁可在安静之中听智慧人的言语，#不听掌管愚昧人的喊声。 ,传道书9章17节,S,C,M,要做一个言行谨慎、#诚实可靠的人。 ,C,L,.
2019,5,9,你要使父母欢喜，#使生你的快乐。 ,箴言23章25节,S,C,M,小时父母为你系鞋带，#现在你可曾发现他们开始#弯不下腰来，你会怎样做呢!,C,L,.
2019,5,10,我们相爱、不要只在言语和#舌头上．总要在行为和诚实上。 ,约翰一书3章18节,S,C,M,因此，时间长一点，#认识多一点。 ,C,L,.
2019,5,11,人在最小的事上忠心、在大事上也忠心． #在最小的事上不义、在大事上也不义。 ,路加福音16章10节,S,C,M,大小一一俱全。 ,C,L,（猜一字，明天揭晓）
2019,5,12,耶和华是良善正直的. #所以他必指示罪人走正路.,诗篇25章8节,S,C,M,怒火责备别人，#不如训斥提出建议。 ,C,L,（「动脑筋」答案：奈）
2019,5,13,​​聪明人的心得知识；#智慧人的耳求知识。 ,箴言18章15节,S,C,M,知得越多，#懂得越少。 ,C,L,.
2019,5,14,草必枯干，花必凋谢。 ,彼得前书1章24节,S,C,M,珍惜万有，#保护地球资源。 ,C,L,.
2019,5,15,耶稣说:「所以我告诉你们，不要为生命忧#虑吃什么，喝什么；为身体忧虑穿什么。#生命不胜于饮食么？身体不胜于衣裳么？」,马太福音6章25节,S,C,M,世卫2015年10月报告中，#将加工肉类列为最高风险致癌物，#引起全球关注。 ,C,L,.
2019,5,16,惟有那愚拙无学问的辩论、#总要弃绝． #因为知道这等事是起争竞的。 ,提摩太后书2章23节,S,C,M,不争辩，#只顺从圣经真理。 ,C,L,.
2019,5,17,只是不可忘记行善、和捐输的事． #因为这样的祭、是神所喜悦的。 ,希伯来书13章16节,S,C,M,以神喜欢的行为，#成为祭物献给神。 ,C,L,.
2019,5,18,良言如同蜂房、#使心觉甘甜、#使骨得医治。 ,箴言16章24节,S,C,M,神话语的医治能力。 ,C,L,.
2019,5,19,贪爱银子的，不因得银子知足；#贪爱丰富的，也不因得利益知足。 #这也是虚空。 ,传道书5章10节,S,C,M,2008年美国第四大投资#银行雷曼兄弟财困，申请破产#保护，揭开金融海啸序幕，#冲击全球经济。 ,C,L,.
2019,5,20,但愿我行事坚定、#得以遵守你的律例。 ,诗篇119章5节,S,C,M,遵守耶稣基督的教训。 ,C,L,.
2019,5,21,我差你们去，如同羊进入狼群；#所以你们要灵巧像蛇，驯良像鸽子。 ,马太福音10章16节,S,C,M,动脑筋：#狼来了。 ,C,L,（猜一水果，明天揭晓）
2019,5,22,你手若有行善的力量，#不可推辞，就当向那应得的人施行。 ,箴言3章27节,S,C,M,行善的力量是天父赐予的，#应当施行。 ,C,L,（「动脑筋」答案：杨桃）
2019,5,23,你当刚强壮胆！不要惧怕，也不要惊惶；#因为你无论往那里去，#耶和华你的神必与你同在。 ,约书亚记1章9节,S,C,M,离开了神，#我们什么都不能作。 ,C,L,.
2019,5,24,你要保守你心，胜过保守一切，#因为一生的果效，是由心发出。 ,箴言4章23节,S,C,M,求主洁净我们的心，#因为一切的恶毒是从里头出来。 ,C,L,.
2019,5,25,我的弟兄们，#你们落在百般试炼中，#都要以为大喜乐。 ,雅各书1章2节,S,C,M,苦尽甘来，#倒头来才知道是神的美意。 ,C,L,.
2019,5,26,施比受更为有福。 ,使徒行传20章35节,S,C,M,人不拥有任何东西，#它们都是上帝的。 ,C,L,.
